title,author,state,source,district,openLibraryKey,isbn,availability,cover_url
Ramona Blue,"Murphy, Julie",FL,B,Clay,/works/OL20057449W,9780062418364,private,https://covers.openlibrary.org/b/isbn/9780062418364-M.jpg?default=false
Ramona Blue,"Murphy, Julie",FL,B,Martin,/works/OL20057449W,9780062418364,private,https://covers.openlibrary.org/b/isbn/9780062418364-M.jpg?default=false
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",FL,B,Duval,/works/OL14906893W,038590438X,private,https://covers.openlibrary.org/b/isbn/038590438X-M.jpg?default=false
Red at the Bone,"Woodson, Jacqueline",FL,B,Clay,/works/OL20134721W,1474616437,private,https://covers.openlibrary.org/b/isbn/1474616437-M.jpg?default=false
Red at the Bone,"Woodson, Jacqueline",TX,B,,/works/OL20134721W,1474616437,private,https://covers.openlibrary.org/b/isbn/1474616437-M.jpg?default=false
Red Hood,"Arnold, Elana K.",VA,B,Spotsylvania,/works/OL20649351W,9780062742377,Unknown,
Red Hood,"Arnold, Elana K.",UT,B,Washington,/works/OL20649351W,9780062742377,Unknown,
Red Hood,"Arnold, Elana K.",TX,B,,/works/OL20649351W,9780062742377,Unknown,
Red Hood,"Arnold, Elana K.",FL,B,Clay,/works/OL20649351W,9780062742377,Unknown,
Red Hood,"Arnold, Elana K.",FL,B,Brevard,/works/OL20649351W,9780062742377,Unknown,
Red Hood,"Arnold, Elana K.",UT,B,Davis,/works/OL20649351W,9780062742377,Unknown,
"Red, White and Royal Blue","McQuiston, Casey",VA,B,Spotsylvania,/works/OL42309809W,1250316774,Unknown,https://covers.openlibrary.org/b/isbn/1250316774-M.jpg?default=false
"Red, White and Royal Blue","McQuiston, Casey",MI,B,,/works/OL42309809W,1250316774,Unknown,https://covers.openlibrary.org/b/isbn/1250316774-M.jpg?default=false
"Red, White and Royal Blue","McQuiston, Casey",MI,B,,/works/OL42309809W,1250316774,Unknown,https://covers.openlibrary.org/b/isbn/1250316774-M.jpg?default=false
"Red, White and Royal Blue","McQuiston, Casey",TX,B,,/works/OL42309809W,1250316774,Unknown,https://covers.openlibrary.org/b/isbn/1250316774-M.jpg?default=false
Relish: My Life in the Kitchen,"Knisley, Lucy",TX,B,,/works/OL19964713W,9781596436237,private,https://covers.openlibrary.org/b/isbn/9781596436237-M.jpg?default=false
Restore Me,"Mafi, Tahereh",VA,B,Madison,/works/OL19737574W,9780062820457,Unknown,https://covers.openlibrary.org/b/isbn/9780062820457-M.jpg?default=false
Rhymes with Witches,"Myracle, Lauren",FL,B,Clay,/works/OL5717631W,0810958597,borrow_available,https://covers.openlibrary.org/b/isbn/0810958597-M.jpg?default=false
Rumble,"Hopkins, Ellen",TX,B,,/works/OL19983590W,1442482850,private,https://covers.openlibrary.org/b/isbn/1442482850-M.jpg?default=false
Run Away With Me,"Gray, Mila",KS,B,,/works/OL20167284W,1481490974,private,https://covers.openlibrary.org/b/isbn/1481490974-M.jpg?default=false
Salem Falls,"Picoult, Jodi",FL,B,Martin,/works/OL891940W,9781416549352,private,https://covers.openlibrary.org/b/isbn/9781416549352-M.jpg?default=false
Second Glance,"Picoult, Jodi",FL,B,Martin,/works/OL891946W,9780743454513,private,https://covers.openlibrary.org/b/isbn/9780743454513-M.jpg?default=false
Seek You: A Journey Through American Loneliness,"Radtke, Kristen",MO,B,,/works/OL23615464W,9781524748067,private,https://covers.openlibrary.org/b/isbn/9781524748067-M.jpg?default=false
"Sex is a Funny Word: A Book About Bodies, Feelings, and YOU","Silverberg, Cory",TX,B,,/works/OL20006843W,9781609806064,private,https://covers.openlibrary.org/b/isbn/9781609806064-M.jpg?default=false
"Sex Plus: Learning, Loving, and Enjoying Your Body","Green, Laci",MO,B,,/works/OL19763080W,9781538550984,Unknown,https://covers.openlibrary.org/b/isbn/9781538550984-M.jpg?default=false
Shatter Me,"Mafi, Tahereh",VA,B,Madison,/works/OL16014245W,1780318685,private,https://covers.openlibrary.org/b/isbn/1780318685-M.jpg?default=false
Shine,"Myracle, Lauren",UT,B,Washington,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
Shine,"Myracle, Lauren",FL,B,Martin,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
Shine,"Myracle, Lauren",UT,B,Utah,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
Shine,"Myracle, Lauren",UT,B,Davis,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
Shout,"Anderson, Laurie Halse",FL,B,Clay,/works/OL19348597W,9780670012107,private,https://covers.openlibrary.org/b/isbn/9780670012107-M.jpg?default=false
Shout,"Anderson, Laurie Halse",TX,B,,/works/OL19348597W,9780670012107,private,https://covers.openlibrary.org/b/isbn/9780670012107-M.jpg?default=false
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",MI,B,,/works/OL17357353W,8365830590,error,https://covers.openlibrary.org/b/isbn/8365830590-M.jpg?default=false
Sing You Home,"Picoult, Jodi",FL,B,Martin,/works/OL15521689W,9781439102725,private,https://covers.openlibrary.org/b/isbn/9781439102725-M.jpg?default=false
Slaughterhouse Five,"Vonnegut, Kurt",FL,B,Clay,/works/OL98459W,9780060564926,borrow_available,https://covers.openlibrary.org/b/isbn/9780060564926-M.jpg?default=false
"Slaughterhouse Five, or, The Children's Crusade: A Duty Dance with Death","Vonnegut, Kurt",FL,B,Clay,/works/OL98459W,9780060564926,borrow_available,https://covers.openlibrary.org/b/isbn/9780060564926-M.jpg?default=false
Smoke,"Hopkins, Ellen",FL,B,Hernando,/works/OL21908324W,1442423587,private,https://covers.openlibrary.org/b/isbn/1442423587-M.jpg?default=false
Smoke,"Hopkins, Ellen",TX,B,,/works/OL21908324W,1442423587,private,https://covers.openlibrary.org/b/isbn/1442423587-M.jpg?default=false
Snapdragon,"Leyh, Kat",FL,B,Clay,/works/OL20660037W,9782357990807,Unknown,https://covers.openlibrary.org/b/isbn/9782357990807-M.jpg?default=false
Snow Falling on Cedars,"Guterson, David",VA,B,Madison,/works/OL8036957W,0788705857,borrow_available,https://covers.openlibrary.org/b/isbn/0788705857-M.jpg?default=false
Snow Flower and the Secret Fan,"See, Lisa",UT,B,Washington,/works/OL14927217W,9780812980356,private,https://covers.openlibrary.org/b/isbn/9780812980356-M.jpg?default=false
So Hard to Say,"Sanchez, Alex",FL,B,Duval,/works/OL5720760W,0689865643,private,https://covers.openlibrary.org/b/isbn/0689865643-M.jpg?default=false
Home Body,"Kaur, Rupi",FL,B,Brevard,/works/OL23962332W,9781524869670,Unknown,https://covers.openlibrary.org/b/isbn/9781524869670-M.jpg?default=false
Sold,"McCormick, Patricia",UT,B,Washington,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Sold,"McCormick, Patricia",FL,B,Clay,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Sold,"McCormick, Patricia",FL,B,Martin,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Sold,"McCormick, Patricia",NC,B,Pender,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Sold,"McCormick, Patricia",VA,B,Spotsylvania,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
The Sun and Her Flowers,"Kaur, Rupi",FL,B,Brevard,/works/OL17800586W,9781449486792,private,https://covers.openlibrary.org/b/isbn/9781449486792-M.jpg?default=false
Sold,"McCormick, Patricia",ID,B,,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Someone I Used to Know,"Blount, Patty",FL,B,Indian River,/works/OL19751531W,9781492632818,Unknown,
Songs of a Humpback Whale,"Picoult, Jodi",FL,B,Martin,/works/OL891941W,1741140390,private,https://covers.openlibrary.org/b/isbn/1741140390-M.jpg?default=false
Speak,"Anderson, Laurie Halse",FL,B,Martin,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
Speak,"Anderson, Laurie Halse",ID,B,,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
Spinning,"Walden, Tillie",FL,B,Clay,/works/OL19717769W,9781250176240,private,
"Stamped: Racism, Antiracism, and You","Kendi, Ibram X. and Reynolds, Jason",FL,B,Martin,/works/OL20652384W,9781549184482,private,https://covers.openlibrary.org/b/isbn/9781549184482-M.jpg?default=false
Stay with Me,"Gray, Mila",KS,B,,/works/OL20210987W,9781481488495,Unknown,
Strange Truth,"Thrash, Maggie",FL,B,Clay,/works/OL24853564W,1481462016,Unknown,https://covers.openlibrary.org/b/isbn/1481462016-M.jpg?default=false
Sula,"Morrison, Toni",VA,B,Madison,/works/OL50567W,9780701124236,private,https://covers.openlibrary.org/b/isbn/9780701124236-M.jpg?default=false
SuperMutant Magic Academy,"Tamaki, Jillian",MO,B,,/works/OL19665843W,1770461981,Unknown,https://covers.openlibrary.org/b/isbn/1770461981-M.jpg?default=false
Surveys,"Stagg, Natasha",PA,B,Montgomery,/works/OL20026728W,9781584351788,Unknown,
Tar Baby,"Morrison, Toni",VA,B,Madison,/works/OL50557W,0701162066,private,
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",ID,B,,/works/OL17856784W,9781526361233,private,https://covers.openlibrary.org/b/isbn/9781526361233-M.jpg?default=false
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",ID,B,,/works/OL17856784W,9781526361233,private,https://covers.openlibrary.org/b/isbn/9781526361233-M.jpg?default=false
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",WI,B,,/works/OL17856784W,9781526361233,private,https://covers.openlibrary.org/b/isbn/9781526361233-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",MN,B,,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",VA,B,Madison,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",FL,B,Clay,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",FL,B,Martin,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",NC,B,Pender,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",FL,B,,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",TX,B,,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",ID,B,,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Art of Racing in the Rain,"Stein, Garth",UT,B,Washington,/works/OL2756026W,9780061668241,private,
The Art of Racing in the Rain,"Stein, Garth",FL,B,Martin,/works/OL2756026W,9780061668241,private,
The Best at It,"Pancholy, Maulik",FL,B,Indian River,/works/OL20914451W,0062866419,Unknown,https://covers.openlibrary.org/b/isbn/0062866419-M.jpg?default=false
The Best Laid Plans,"Lund, Cameron",FL,B,Clay,/works/OL20683059W,9780593114919,Unknown,https://covers.openlibrary.org/b/isbn/9780593114919-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",UT,B,Washington,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",VA,B,Madison,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",FL,B,Pinellas,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",TX,B,,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",FL,B,Duval,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",FL,B,Martin,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",PA,B,,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",VA,B,Spotsylvania,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",UT,B,Davis,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",ID,B,,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",MO,B,,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Breakaways,"Johnson, Cathy G.",TX,B,,/works/OL20112832W,9781250196941,Unknown,https://covers.openlibrary.org/b/isbn/9781250196941-M.jpg?default=false
The Carnival at Bray,"Foley, Jessie Ann",UT,B,Utah,/works/OL17081973W,1322096767,borrow_available,
The Carnival at Bray,"Foley, Jessie Ann",FL,B,Martin,/works/OL17081973W,1322096767,borrow_available,
The Color of Earth,"Kim, Dong-Hwa",FL,B,Clay,/works/OL1099479W,1502524031,open,
The Color Purple,"Walker, Alice",PA,B,,/works/OL273644W,9780671668785,borrow_available,https://covers.openlibrary.org/b/isbn/9780671668785-M.jpg?default=false
The Complete Maus: A Survivor's Tale,"Spiegelman, Art",MO,B,,/works/OL2056818W,9786073125819,borrow_available,https://covers.openlibrary.org/b/isbn/9786073125819-M.jpg?default=false
The Complete Maus: A Survivor's Tale,"Spiegelman, Art",TN,B,,/works/OL2056818W,9786073125819,borrow_available,https://covers.openlibrary.org/b/isbn/9786073125819-M.jpg?default=false
The Cost of Knowing,"Morris, Brittney",UT,B,Washington,/works/OL21688192W,1444951742,private,https://covers.openlibrary.org/b/isbn/1444951742-M.jpg?default=false
A Court of Mist and Fury,"Maas, Sarah J.",UT,B,Davis,/works/OL17860744W,9781408857892,private,https://covers.openlibrary.org/b/isbn/9781408857892-M.jpg?default=false
A Court of Silver Flames,"Maas, Sarah J.",UT,B,Davis,/works/OL21703979W,1526620642,Unknown,https://covers.openlibrary.org/b/isbn/1526620642-M.jpg?default=false
The Daughters of Ys,"Anderson, M. T.",MO,B,,/works/OL20844748W,162672878X,Unknown,https://covers.openlibrary.org/b/isbn/162672878X-M.jpg?default=false
The Daughters of Ys,"Anderson, M. T.",MO,B,,/works/OL20844748W,162672878X,Unknown,https://covers.openlibrary.org/b/isbn/162672878X-M.jpg?default=false
The Exact Opposite of Okay,"Steven, Laura",TX,B,,/works/OL20187728W,9781405288446,Unknown,https://covers.openlibrary.org/b/isbn/9781405288446-M.jpg?default=false
The Exact Opposite of Okay,"Steven, Laura",TX,B,,/works/OL20187728W,9781405288446,Unknown,https://covers.openlibrary.org/b/isbn/9781405288446-M.jpg?default=false
The Female of the Species,"McGinnis, Mindy",FL,B,Clay,/works/OL20037215W,0062320904,Unknown,
The Female of the Species,"McGinnis, Mindy",FL,B,Martin,/works/OL20037215W,0062320904,Unknown,
The Freedom Writers Diary,"The Freedom Writers and Gruwell, Erin",FL,B,Martin,/works/OL8526561W,038549422X,private,https://covers.openlibrary.org/b/isbn/038549422X-M.jpg?default=false
The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Testa, Rylan Jay",WI,B,,/works/OL17598827W,9781626252981,private,
The Gentleman's Guide to Vice and Virtue,"Lee, Mackenzi",FL,B,Clay,/works/OL17867097W,9785604718155,borrow_available,https://covers.openlibrary.org/b/isbn/9785604718155-M.jpg?default=false
The Girl Who Fell from the Sky,"Durrow, Heidi W.",FL,B,Clay,/works/OL13839077W,9781565129627,private,https://covers.openlibrary.org/b/isbn/9781565129627-M.jpg?default=false
The God of Small Things,"Roy, Arundhati",FL,B,Clay,/works/OL1052138W,0060977493,borrow_available,https://covers.openlibrary.org/b/isbn/0060977493-M.jpg?default=false
The Good Earth (Graphic Adaptation),"Buck, Pearl S.",MO,B,,/works/OL1140109W,1419380591,open,
The Handsome Girl and Her Beautiful Boy,"Gottfred, B. T.",TX,B,Harris; Fort Bend; Waller,/works/OL19744492W,9781627798525,Unknown,
The Hate U Give,"Thomas, Angie",MO,B,,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
The Hate U Give,"Thomas, Angie",FL,B,Duval,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
The Hate U Give,"Thomas, Angie",FL,B,Martin,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
The Haters,"Andrews, Jesse",UT,B,Utah,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
The Haters,"Andrews, Jesse",SC,B,Beaufort,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
The Haters,"Andrews, Jesse",FL,B,Flagler,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
The Haters,"Andrews, Jesse",UT,B,Washington,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
The Haters,"Andrews, Jesse",FL,B,Clay,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
The Haters,"Andrews, Jesse",PA,B,Montgomery,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
The Haters,"Andrews, Jesse",UT,B,Davis,/works/OL19852306W,9781419720789,borrow_available,https://covers.openlibrary.org/b/isbn/9781419720789-M.jpg?default=false
